timestamp,run_id,name,subgraph,scope,sub_scope,value,unit,
,0,CompilationTime,sg00,Tensorizer,RelayPasses,0.2738380432128906,Seconds
,0,CompilationTime,sg00,Tensorizer,HalideCodeGen,0.00015687942504882812,Seconds
,0,CompilationTime,sg00,Tensorizer,IRBuilder,0.2950870990753174,Seconds
,0,relayIF,sg00,TVM,None,69292896,Bytes
,0,relayOF,sg00,TVM,None,195840000,Bytes
,0,relayWeights,sg00,TVM,None,96188104,Bytes
,0,relayIFOFWeights,sg00,TVM,None,361321000,Bytes
,0,CompilationTime,sg00,Tensorizer,DoNothing,0.06808137893676758,Seconds
,0,CompilationTime,sg00,Tensorizer,MutateDataType,0.06673145294189453,Seconds
,0,CompilationTime,sg00,Tensorizer,ResolveEqualPredicates,0.06661319732666016,Seconds
,0,CompilationTime,sg00,Tensorizer,EliminateDivs,0.0667414665222168,Seconds
,0,CompilationTime,sg00,Tensorizer,DeadStoreElimination,0.7215149402618408,Seconds
,0,CompilationTime,sg00,Tensorizer,MemcpyElimination,0.02360987663269043,Seconds
,0,CompilationTime,sg00,Tensorizer,PadElimination,0.01781439781188965,Seconds
,0,CompilationTime,sg00,Tensorizer,DelinearIndices,0.16063833236694336,Seconds
,0,CompilationTime,sg00,Tensorizer,TCTransform,0.09827184677124023,Seconds
,0,CompilationTime,sg00,Tensorizer,CommuteConcat,0.16379618644714355,Seconds
,0,CompilationTime,sg00,Tensorizer,ValueNumbering,0.10800433158874512,Seconds
,0,CompilationTime,sg00,Tensorizer,RecognizeOpIdiom,0.03245234489440918,Seconds
,0,CompilationTime,sg00,Tensorizer,DeadCodeElimination,0.022556781768798828,Seconds
,0,CompilationTime,sg00,Tensorizer,AutoCastFP32,0.02752208709716797,Seconds
,0,CompilationTime,sg00,Tensorizer,LoopFusion,1.351945161819458,Seconds
,0,CompilationTime,sg00,Tensorizer,Simplifier,0.6372582912445068,Seconds
,0,CompilationTime,sg00,Tensorizer,Delinearization,0.14162707328796387,Seconds
,0,CompilationTime,sg00,Tensorizer,ResolveAccessConflict,0.05789351463317871,Seconds
,0,CompilationTime,sg00,Tensorizer,TransformLayout,0.05293440818786621,Seconds
,0,CompilationTime,sg00,Tensorizer,PartitionLocalityOpt,0.04893827438354492,Seconds
,0,CompilationTime,sg00,Tensorizer,FlattenPartitionAxes,0.03997182846069336,Seconds
,0,CompilationTime,sg00,Tensorizer,TongaSizeTiling,0.6563839912414551,Seconds
,0,CompilationTime,sg00,Tensorizer,InferNonLocalTensor,0.3894193172454834,Seconds
,0,CompilationTime,sg00,Tensorizer,GlobalLayoutOpt,0.3811030387878418,Seconds
,0,CompilationTime,sg00,Tensorizer,FlattenAxesForTiling,0.03926801681518555,Seconds
,0,CompilationTime,sg00,Tensorizer,TilingForNewLayout,0.7474558353424072,Seconds
,0,CompilationTime,sg00,Tensorizer,TilingProfiler,0.07451105117797852,Seconds
,0,CompilationTime,sg00,Tensorizer,RetileSIMDMacro,0.03113102912902832,Seconds
,0,CompilationTime,sg00,Tensorizer,InferTongaTensor,0.14583826065063477,Seconds
,0,CompilationTime,sg00,Tensorizer,RewriteReplicationMatmul,0.03594541549682617,Seconds
,0,CompilationTime,sg00,Tensorizer,DataLocalityOpt,2.7470877170562744,Seconds
,0,CompilationTime,sg00,Tensorizer,LegalizeTongaMacro,0.10276937484741211,Seconds
,0,CompilationTime,sg00,Tensorizer,PerfectLoopNest,0.0701897144317627,Seconds
,0,CompilationTime,sg00,Tensorizer,RewriteWeights,0.8730113506317139,Seconds
,0,CompilationTime,sg00,Tensorizer,ReshapeWeights,0.09499549865722656,Seconds
,0,CompilationTime,sg00,Tensorizer,FlattenMacroLoop,0.3399045467376709,Seconds
,0,CompilationTime,sg00,Tensorizer,SimplifyPredicates,0.8446705341339111,Seconds
,0,CompilationTime,sg00,Tensorizer,InferInitValue,0.749340295791626,Seconds
,0,CompilationTime,sg00,Tensorizer,SplitUnionSets,0.0872049331665039,Seconds
,0,CompilationTime,sg00,Tensorizer,TongaSimplifier,0.36284875869750977,Seconds
